model,params_M,size_MB,macs_G@T1280,lat_ms_gpu@B1,lat_ms_gpu@B32,vram_MB@B32,lat_ms_cpu@B1,lat_ms_cpu@B32
LightUNet_SE_ConvLSTM,0.272225,1.078822135925293,0.094317488,4.593925999943167,4.223518000217155,54.51220703125,13.034399999887682,52.10217400046531
